ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
N1777,2.99,1.49,6.72,4.48,3.73,11.19,1.49,12.69,8.21,5.22,2.24,4.48,4.48,7.46,2.24,6.72,5.22,5.22,1.49,2.24
,,,,,,,,,,,,,,,,,,,,
N1781,8.71,0,6.31,5.71,4.5,8.71,3,6.61,6.61,9.01,3.3,4.8,3.9,4.2,1.5,3.3,7.51,6.31,0.9,5.11
,,,,,,,,,,,,,,,,,,,,
N1788,13.58,0.82,4.53,4.53,3.7,6.17,2.06,6.17,6.58,13.17,2.06,2.47,6.58,3.7,4.53,5.35,4.12,7.41,0.82,1.65
,,,,,,,,,,,,,,,,,,,,
N1794,5.63,1.41,6.34,8.45,1.41,6.34,0.7,3.52,10.56,9.15,2.82,3.52,5.63,4.23,3.52,4.23,4.93,10.56,1.41,5.63
,,,,,,,,,,,,,,,,,,,,
N1798,6.05,1.84,6.58,3.42,4.74,7.37,1.84,7.63,5.53,4.74,3.42,10.79,3.68,3.16,3.42,6.32,4.74,6.84,2.89,5
,,,,,,,,,,,,,,,,,,,,
N1806,10.78,1.96,10.13,5.56,4.25,10.46,0.98,3.92,5.56,10.13,0.33,2.94,6.86,6.21,3.92,2.61,5.23,4.9,1.31,1.96
,,,,,,,,,,,,,,,,,,,,
N1813,9.32,0.55,7.12,2.74,3.01,12.05,1.64,4.66,1.37,6.3,0.82,3.84,7.4,4.11,7.12,8.49,8.22,5.75,1.64,3.84
,,,,,,,,,,,,,,,,,,,,
N1821,8.97,1.33,7.31,2.99,5.32,10.96,2.33,2.99,3.65,4.65,2.99,6.64,3.32,2.33,4.98,8.31,5.98,6.31,1.33,7.31
,,,,,,,,,,,,,,,,,,,,
N1828,8.9,0.32,6.68,4.13,4.61,8.74,1.75,3.5,5.72,4.61,2.38,4.45,5.09,5.72,3.02,8.59,6.84,4.29,4.13,6.52
,,,,,,,,,,,,,,,,,,,,
N1840,4.67,0.93,5.61,6.54,4.67,12.15,2.8,4.67,7.48,6.54,2.8,0.93,6.54,4.67,5.61,4.67,6.54,8.41,0.93,2.8
,,,,,,,,,,,,,,,,,,,,
N1843,10.7,1.86,2.79,8.37,1.86,6.05,5.12,6.98,4.19,11.16,2.33,4.65,4.19,2.79,4.65,4.65,6.51,6.98,0.93,3.26
,,,,,,,,,,,,,,,,,,,,
N1848,11.43,3.81,4.76,2.86,3.81,13.33,1.9,2.86,0.95,0,0,9.52,4.76,3.81,1.9,9.52,10.48,5.71,0,8.57
,,,,,,,,,,,,,,,,,,,,
N1851,5.09,2.78,5.09,7.41,3.7,12.5,0.93,2.31,3.24,4.17,0.93,7.41,8.33,4.63,2.31,6.02,9.72,5.56,1.39,6.48
,,,,,,,,,,,,,,,,,,,,
N1856,10.17,1.48,7.2,3.81,3.81,8.05,1.06,4.03,1.69,7.84,0.21,4.45,3.6,3.18,3.18,13.98,8.26,6.36,3.18,4.45
,,,,,,,,,,,,,,,,,,,,
N1865,12.94,0,9.39,4.53,1.94,7.12,0.97,4.85,10.03,7.44,2.27,6.8,3.24,4.85,1.94,4.53,4.21,8.74,1.62,2.59
,,,,,,,,,,,,,,,,,,,,
N1872,7.34,0.92,7.34,5.5,6.88,8.26,0.46,5.96,8.72,7.8,0.92,3.21,8.26,2.75,3.21,4.59,4.59,5.5,3.21,4.59
,,,,,,,,,,,,,,,,,,,,
N1877,6.89,0.94,5.63,1.88,3.76,10.8,1.56,5.16,3.44,4.38,2.03,6.26,6.26,3.44,4.23,11.11,9.55,6.42,2.5,3.76
,,,,,,,,,,,,,,,,,,,,
N1889,3.7,0,5.56,9.88,4.94,10.49,1.85,9.88,5.56,6.79,2.47,3.09,6.79,3.09,2.47,7.41,4.94,11.11,0,0
,,,,,,,,,,,,,,,,,,,,
N1893,6.96,1.27,6.33,8.54,3.48,7.91,1.27,8.23,5.7,10.44,3.16,3.8,5.38,3.48,6.01,3.16,6.01,4.75,1.27,2.85
,,,,,,,,,,,,,,,,,,,,
N1900,4.03,0,6.38,6.71,4.03,5.37,2.01,7.72,8.05,6.71,2.35,8.05,4.7,3.69,3.02,7.72,6.04,4.7,2.35,6.38
,,,,,,,,,,,,,,,,,,,,
N1906,7.1,0,8.88,5.33,4.73,9.47,5.33,5.33,1.18,7.1,1.18,5.33,6.51,5.33,5.33,5.92,5.92,4.73,1.78,3.55
,,,,,,,,,,,,,,,,,,,,
N1910,8.23,0,5.06,7.59,3.8,5.06,2.53,5.7,3.16,13.92,2.53,5.06,7.59,4.43,6.33,3.8,5.7,5.06,1.9,2.53
,,,,,,,,,,,,,,,,,,,,
N1914,9.46,5.41,6.76,5.41,0,9.46,2.7,2.7,1.35,5.41,0,1.35,4.05,4.05,4.05,6.76,10.81,10.81,1.35,8.11
,,,,,,,,,,,,,,,,,,,,
N1917,9.59,0.52,7.51,6.22,4.66,7.51,1.55,6.74,7.51,6.48,1.81,4.66,2.85,3.11,5.7,5.7,6.99,8.03,0.26,2.59
,,,,,,,,,,,,,,,,,,,,
N1925,6.11,0.76,5.34,11.45,2.29,10.69,3.82,5.34,7.63,6.87,0.76,3.05,6.11,0.76,0,9.16,6.11,9.92,1.53,2.29
,,,,,,,,,,,,,,,,,,,,
N1929,6.39,2.74,5.48,3.65,1.83,7.76,5.48,2.28,4.57,10.96,1.37,4.11,7.31,3.2,5.02,8.22,5.48,5.94,4.11,4.11
,,,,,,,,,,,,,,,,,,,,
N1934,6.25,10,5,1.25,0,10,0,11.25,0,18.75,0,7.5,5,2.5,6.25,7.5,5,2.5,0,1.25
,,,,,,,,,,,,,,,,,,,,
N1937,5,2,6.5,5.5,3,8.5,3.5,8,1.5,6,3,5,2.5,5.5,3,8.5,7,6,1.5,8.5
,,,,,,,,,,,,,,,,,,,,
N1942,4.55,0,5.3,10.61,6.06,9.09,0.76,5.3,11.36,6.82,3.03,7.58,0,1.52,4.55,3.03,7.58,8.33,1.52,3.03
,,,,,,,,,,,,,,,,,,,,
N1946,7,2,5,7.5,3.5,8.25,2,6.75,6,10.75,1.5,4.25,3.75,5.25,3.5,7.25,5.25,7,1.25,2.25
,,,,,,,,,,,,,,,,,,,,
N1954,10.13,0.65,4.9,7.52,2.94,10.13,0.98,3.92,4.58,13.4,3.59,1.31,4.25,4.58,3.59,8.17,4.25,7.19,1.63,2.29
,,,,,,,,,,,,,,,,,,,,
N1961,7.33,2.13,6.38,5.67,4.26,5.67,2.84,7.33,5.67,5.91,2.84,3.78,6.86,2.84,7.09,5.2,6.15,5.67,2.6,3.78
,,,,,,,,,,,,,,,,,,,,
N1970,5.8,2.17,4.35,3.62,5.07,5.07,3.62,2.17,2.17,2.9,4.35,7.97,11.59,3.62,2.17,13.77,5.8,10.87,1.45,1.45
,,,,,,,,,,,,,,,,,,,,
N1974,4.94,14.81,5.56,3.09,2.47,12.35,1.23,1.85,4.32,4.94,0,7.41,9.26,4.94,4.32,4.32,5.56,4.94,0,3.7
,,,,,,,,,,,,,,,,,,,,
N1978,6.98,2.33,4.65,3.49,4.65,9.3,2.33,3.49,1.74,11.05,1.16,2.33,4.65,6.4,8.72,12.79,4.07,5.81,2.33,1.74
,,,,,,,,,,,,,,,,,,,,
N1982,8,1.6,8,4.8,3.2,10.4,6.4,9.6,7.2,7.2,2.4,1.6,5.6,4,4,4.8,1.6,7.2,0.8,1.6
,,,,,,,,,,,,,,,,,,,,
N1986,4.76,3.81,3.81,6.67,5.71,7.62,0.95,5.71,7.62,10.48,0.95,1.9,4.76,8.57,4.76,3.81,8.57,8.57,0,0.95
,,,,,,,,,,,,,,,,,,,,
N1989,8.33,1.52,5.3,3.79,2.27,11.36,3.03,2.27,0,4.55,0.76,8.33,6.06,8.33,5.3,9.09,6.06,5.3,1.52,6.82
,,,,,,,,,,,,,,,,,,,,
N1993,14.08,2.82,5.16,1.88,3.76,14.55,3.29,3.29,2.35,5.16,1.88,5.16,3.76,5.16,4.69,7.04,6.1,4.69,1.88,3.29
,,,,,,,,,,,,,,,,,,,,
N1998,2.82,1.41,4.23,7.04,6.34,4.23,2.11,3.52,6.34,7.04,4.23,3.52,4.93,6.34,4.93,9.15,4.93,11.27,1.41,4.23
,,,,,,,,,,,,,,,,,,,,
N2002,8.68,0,7.85,2.89,6.2,7.44,2.48,4.96,4.55,7.85,0,4.96,4.55,1.65,2.89,9.09,8.68,7.44,2.48,5.37
,,,,,,,,,,,,,,,,,,,,
N2008,5.56,4.17,5.56,5.56,4.86,6.94,1.39,2.78,6.25,5.56,0.69,6.25,4.17,4.17,3.47,11.81,4.86,6.94,4.17,4.86
,,,,,,,,,,,,,,,,,,,,
N2012,11.72,0.84,10.46,4.18,4.6,7.95,0.42,5.02,10.46,7.95,1.26,2.09,2.93,4.6,3.35,6.28,5.86,5.02,0.84,4.18
,,,,,,,,,,,,,,,,,,,,
N2017,9.06,0,5.31,2.81,4.38,9.38,2.19,3.75,4.06,8.12,3.12,6.25,5.62,8.12,4.69,4.69,4.06,6.88,2.5,5
,,,,,,,,,,,,,,,,,,,,
N2024,5.3,2.65,6.44,8.33,2.27,8.33,3.41,9.85,6.82,6.06,3.41,3.03,4.17,1.89,4.92,4.55,6.06,9.09,0.38,3.03
,,,,,,,,,,,,,,,,,,,,
N2030,9.5,0.45,4.52,9.95,4.52,6.79,4.52,2.71,2.26,7.24,3.17,4.98,3.17,4.52,5.43,9.95,4.07,6.79,2.71,2.71
,,,,,,,,,,,,,,,,,,,,
N2035,19.86,0,5.48,3.42,10.27,7.53,0.68,2.74,7.53,7.53,2.05,6.16,4.11,1.37,2.74,8.9,1.37,6.85,1.37,0
,,,,,,,,,,,,,,,,,,,,
N2039,17.48,1.62,3.56,6.8,2.59,7.77,1.29,2.91,4.53,8.41,3.56,2.91,5.5,5.18,2.59,4.53,5.18,10.03,1.29,2.27
,,,,,,,,,,,,,,,,,,,,
N2046,9.78,0.82,5.43,7.61,2.17,7.07,3.26,7.07,4.89,12.5,2.45,3.26,3.53,3.8,4.35,7.61,4.08,6.52,0.27,3.53
,,,,,,,,,,,,,,,,,,,,
N2054,5.82,1.11,8.86,3.6,7.2,11.63,0.55,4.43,4.16,6.09,1.11,4.99,4.71,3.6,1.39,9.14,7.76,8.31,0.55,4.99
,,,,,,,,,,,,,,,,,,,,
N2062,11.18,0.6,6.95,9.06,3.93,5.74,2.72,3.63,5.14,7.55,1.81,3.93,5.44,3.02,6.04,3.63,5.14,6.95,2.42,5.14
,,,,,,,,,,,,,,,,,,,,
N2069,5.42,2.41,6.63,12.65,5.42,5.42,3.61,6.63,5.42,9.64,1.81,7.23,1.2,2.41,5.42,6.02,5.42,4.22,0.6,2.41
,,,,,,,,,,,,,,,,,,,,
N2073,3.45,0.34,7.59,7.24,5.86,5.86,3.1,8.28,7.93,7.59,0.34,5.86,5.86,3.1,3.1,6.9,5.86,6.55,1.38,3.79
,,,,,,,,,,,,,,,,,,,,
N2079,2.42,1.61,8.87,4.84,4.84,8.06,2.42,7.26,4.84,2.42,0,2.42,4.84,4.03,4.03,8.87,7.26,11.29,4.03,5.65
,,,,,,,,,,,,,,,,,,,,
N2083,7.89,0.88,6.58,6.58,5.7,2.63,3.95,5.7,7.02,9.21,3.07,8.77,2.19,4.39,2.63,6.14,4.82,6.58,0.88,4.39
,,,,,,,,,,,,,,,,,,,,
N2088,11.22,0,5.1,10.54,2.04,9.52,0.34,3.06,5.1,15.31,2.04,0.68,4.08,3.06,10.2,2.72,4.42,8.5,0.34,1.7
,,,,,,,,,,,,,,,,,,,,
N2094,9.71,0.29,5.88,6.18,3.82,10,4.41,3.53,5,7.06,2.65,4.12,6.76,2.06,3.53,1.76,8.24,10,1.18,3.82
,,,,,,,,,,,,,,,,,,,,
N2101,4.98,1.99,4.98,5.97,3.98,8.46,5.97,2.99,2.99,9.45,2.49,1.99,7.46,2.49,4.98,11.94,5.47,6.47,1,3.98
,,,,,,,,,,,,,,,,,,,,
N2106,7.59,0,7.59,2.95,4.64,6.75,2.53,6.33,5.06,7.59,0.84,5.91,4.64,2.11,2.53,13.08,8.02,7.17,1.69,2.95
,,,,,,,,,,,,,,,,,,,,
N2111,4.38,4.64,5.67,5.41,2.32,7.73,1.8,6.44,4.12,4.64,1.29,6.7,5.67,2.06,6.19,9.02,7.73,5.93,3.61,4.64
,,,,,,,,,,,,,,,,,,,,
N2119,15.61,0,3.41,8.29,1.46,6.34,1.95,3.9,2.93,14.63,1.46,0.49,7.32,3.9,10.24,3.41,1.46,7.8,1.95,3.41
,,,,,,,,,,,,,,,,,,,,
N2124,7.79,0,3.25,8.44,5.19,10.39,1.95,5.19,7.14,8.44,1.3,4.55,5.84,0.65,5.19,6.49,3.9,11.69,0.65,1.95
,,,,,,,,,,,,,,,,,,,,
N2128,5.21,1.23,6.13,5.52,3.99,7.36,1.84,5.21,4.91,4.6,2.45,7.67,4.6,2.76,3.99,9.2,7.98,5.52,1.23,8.59
,,,,,,,,,,,,,,,,,,,,
N2135,10.94,0,0,3.12,1.56,6.25,0,4.69,6.25,6.25,9.38,6.25,9.38,7.81,0,4.69,10.94,10.94,0,1.56
,,,,,,,,,,,,,,,,,,,,
N2138,9.16,2.29,6.11,6.87,3.05,9.92,2.29,5.34,0.76,5.34,5.34,3.05,6.11,7.63,6.87,2.29,3.05,9.92,1.53,3.05
,,,,,,,,,,,,,,,,,,,,
N2142,7.43,0,10.81,14.86,5.41,7.43,1.35,6.08,5.41,8.11,5.41,4.05,1.35,3.38,4.05,3.38,6.08,4.73,0,0.68
,,,,,,,,,,,,,,,,,,,,
N2146,11.85,0,5.93,9.63,3.7,8.89,1.48,5.93,5.93,10.37,2.22,3.7,3.7,2.22,2.22,2.22,6.67,9.63,2.22,1.48
,,,,,,,,,,,,,,,,,,,,
N2150,9.87,1.04,5.71,6.75,2.86,8.31,2.6,5.19,0.52,6.75,1.56,2.86,7.01,4.42,9.35,5.97,3.9,8.57,1.3,5.45
,,,,,,,,,,,,,,,,,,,,
N2158,7.32,1.91,5.1,4.14,4.46,7.96,1.27,6.05,7.01,4.78,0.64,7.96,5.41,2.23,2.87,6.37,10.51,6.05,2.87,5.1
,,,,,,,,,,,,,,,,,,,,
N2165,7.49,1.93,5.31,7.97,4.35,6.04,3.14,6.28,2.9,10.14,2.42,3.14,7.25,5.56,6.28,5.8,4.83,5.8,1.21,2.17
,,,,,,,,,,,,,,,,,,,,
N2173,4.03,2.01,6.04,8.72,5.03,6.04,3.36,5.37,6.71,9.73,3.36,3.02,4.7,3.02,5.03,5.7,5.7,7.38,1.01,4.03
,,,,,,,,,,,,,,,,,,,,
N2179,6.77,3.23,5.81,4.19,4.84,7.74,3.55,4.84,3.55,5.81,5.16,3.55,7.1,2.26,4.84,5.48,7.1,8.39,0.97,4.84
,,,,,,,,,,,,,,,,,,,,
N2186,6.37,5.1,8.28,5.1,3.82,3.82,1.27,5.73,5.73,7.01,0.64,7.01,3.18,5.1,7.64,6.37,3.82,9.55,1.27,3.18
,,,,,,,,,,,,,,,,,,,,
N2190,4.71,0,7.06,11.76,2.35,12.94,1.18,5.88,5.88,8.24,1.18,3.53,4.71,2.35,5.88,4.71,4.71,3.53,1.18,8.24
,,,,,,,,,,,,,,,,,,,,
N2193,7.07,1.01,7.07,8.08,7.07,10.1,2.02,6.06,6.06,6.06,2.02,6.06,5.05,1.01,0,12.12,2.02,9.09,0,2.02
,,,,,,,,,,,,,,,,,,,,
N2196,6.59,1.14,7.73,6.14,5.23,6.59,1.59,6.82,8.64,8.86,1.59,4.32,5.45,5.68,2.27,6.82,5.23,6.36,0.45,2.5
,,,,,,,,,,,,,,,,,,,,
N2205,7.91,2.16,5.76,2.88,3.6,11.51,1.44,5.04,6.47,7.91,4.32,4.32,2.88,2.88,3.6,6.47,8.63,7.91,1.44,2.88
,,,,,,,,,,,,,,,,,,,,
N2209,9.32,11.86,8.47,2.54,3.39,8.47,0.85,3.39,4.24,4.24,0.85,8.47,3.39,3.39,4.24,5.08,4.24,3.39,2.54,7.63
,,,,,,,,,,,,,,,,,,,,
N2212,2.99,7.46,8.21,3.73,3.73,8.21,5.22,2.99,8.96,6.72,2.24,3.73,3.73,0.75,4.48,7.46,8.21,3.73,1.49,5.97
,,,,,,,,,,,,,,,,,,,,
N2216,8.92,0,7.08,6.46,2.77,6.46,0,4.92,8.62,8.31,2.77,7.69,6.46,2.15,2.15,4.92,5.85,5.54,2.46,6.46
,,,,,,,,,,,,,,,,,,,,
N2223,12.11,0,10.03,3.46,5.54,12.11,0,4.5,1.38,4.84,1.04,5.54,0.35,3.11,2.77,8.65,7.61,9,1.38,6.57
,,,,,,,,,,,,,,,,,,,,
N2229,10.23,0,4.55,10.23,2.27,10.23,2.27,6.82,7.95,7.95,4.55,3.41,1.14,3.41,1.14,6.82,6.82,9.09,0,1.14
,,,,,,,,,,,,,,,,,,,,
N2232,3.81,0,4.76,12.38,2.86,4.76,3.81,5.71,5.71,10.48,3.81,0.95,7.62,3.81,7.62,4.76,4.76,3.81,1.9,6.67
,,,,,,,,,,,,,,,,,,,,
N2235,8.18,1.26,8.81,7.55,3.77,6.29,3.14,7.55,3.77,6.92,3.14,3.14,6.29,2.52,5.66,5.66,3.77,6.92,3.14,2.52
,,,,,,,,,,,,,,,,,,,,
N2239,9.62,7.69,11.54,7.69,3.85,9.62,0,0,7.69,1.92,1.92,1.92,11.54,0,0,3.85,3.85,9.62,1.92,5.77
,,,,,,,,,,,,,,,,,,,,
N2241,7.95,0.66,5.96,2.65,6.62,10.6,3.31,4.64,9.27,2.65,1.99,1.99,9.27,1.32,0,3.31,11.26,11.26,1.32,3.97
,,,,,,,,,,,,,,,,,,,,
N2245,5.47,0.5,5.47,12.44,6.97,4.98,1.49,5.97,12.44,8.96,1,3.98,3.48,3.98,2.49,6.97,6.47,2.99,1.49,2.49
,,,,,,,,,,,,,,,,,,,,
N2250,10.79,3.6,6.47,3.6,4.32,12.23,2.88,2.88,4.32,7.19,0,4.32,7.19,2.16,2.88,2.88,8.63,9.35,2.88,1.44
,,,,,,,,,,,,,,,,,,,,
N2254,30,0,0,10,0,0,0,10,23.33,16.67,0,0,0,6.67,0,0,0,0,0,3.33
,,,,,,,,,,,,,,,,,,,,
N2256,8.14,1.02,5.08,7.46,5.08,8.81,2.71,2.37,5.42,8.47,1.69,2.37,6.1,2.03,6.78,7.12,4.41,8.47,2.71,3.73
,,,,,,,,,,,,,,,,,,,,
N2262,6.2,3.1,6.2,6.98,3.1,8.53,3.88,6.98,7.75,6.98,2.33,2.33,6.98,2.33,5.43,5.43,2.33,8.53,1.55,3.1
,,,,,,,,,,,,,,,,,,,,
N2266,15.86,0.32,4.21,7.44,2.59,8.74,1.94,7.77,2.91,8.41,0.97,5.5,4.53,4.53,4.85,4.85,5.5,8.09,0.65,0.32
,,,,,,,,,,,,,,,,,,,,
N2273,9.48,2.37,5.92,2.84,2.13,10.9,1.66,6.16,2.37,6.4,1.9,5.21,3.32,1.18,1.9,10.66,11.37,7.11,2.13,4.98
,,,,,,,,,,,,,,,,,,,,
N2282,3.7,0,8.15,5.93,7.41,8.15,2.22,3.7,9.63,10.37,2.96,3.7,4.44,4.44,2.22,4.44,5.19,8.89,0.74,3.7
,,,,,,,,,,,,,,,,,,,,
N2286,17.58,8.79,2.2,0,0,10.99,0,5.49,4.4,4.4,0,5.49,4.4,1.1,6.59,13.19,6.59,6.59,0,2.2
,,,,,,,,,,,,,,,,,,,,
N2289,10.32,0,8.39,6.13,3.87,6.77,1.94,5.81,9.03,6.77,0,5.81,3.87,3.23,3.55,5.48,5.16,7.74,2.26,3.87
,,,,,,,,,,,,,,,,,,,,
N2296,9.52,0.26,7.14,7.41,5.29,4.23,0.79,5.03,9.26,8.73,2.65,6.35,3.7,3.17,3.7,5.82,4.76,9.26,0.53,2.38
,,,,,,,,,,,,,,,,,,,,
N2304,2.63,3.51,3.51,7.89,1.75,7.89,1.75,7.89,4.39,7.89,3.51,4.39,7.89,4.39,3.51,7.89,4.39,6.14,1.75,7.02
,,,,,,,,,,,,,,,,,,,,
N2307,5.25,2.22,7.07,4.04,5.25,10.3,2.42,5.45,4.65,4.85,2.02,8.28,4.44,2.22,5.66,6.67,4.44,7.07,3.43,4.24
,,,,,,,,,,,,,,,,,,,,
N2317,3.97,2.65,9.93,9.27,4.64,3.31,3.97,5.3,7.28,13.25,1.99,4.64,5.96,3.31,5.3,1.32,4.64,3.97,1.99,3.31
,,,,,,,,,,,,,,,,,,,,
N2321,8.1,3.04,5.06,6.08,2.28,9.11,4.3,3.54,7.09,7.59,2.28,3.8,4.3,2.78,3.54,4.05,9.37,9.11,2.03,2.53
,,,,,,,,,,,,,,,,,,,,
N2329,12.39,0.88,5.31,7.96,4.42,7.96,2.65,4.42,10.62,8.85,0,4.42,5.31,1.77,2.65,7.96,4.42,5.31,0.88,1.77
,,,,,,,,,,,,,,,,,,,,
N2332,11.36,1.89,4.42,1.26,3.15,8.2,0.32,3.47,2.84,9.78,1.26,4.42,9.46,5.68,2.52,9.78,8.52,7.26,1.58,2.84
,,,,,,,,,,,,,,,,,,,,
N2339,9.49,1.27,5.38,6.96,3.16,11.08,3.16,6.96,3.48,9.18,2.22,5.7,2.85,3.16,5.06,4.11,7.91,5.7,0.32,2.85
,,,,,,,,,,,,,,,,,,,,
N2346,4.44,0,11.11,8.89,2.22,5.56,0,8.89,5.56,7.78,1.11,3.33,5.56,2.22,4.44,6.67,13.33,4.44,1.11,3.33
,,,,,,,,,,,,,,,,,,,,
N2349,9.66,2.07,2.76,13.1,3.45,4.83,2.76,8.97,7.59,8.97,3.45,4.83,2.76,6.21,6.21,0.69,0.69,8.28,0,2.76
,,,,,,,,,,,,,,,,,,,,
N2353,7.73,7.73,6.28,2.9,5.31,11.59,0,3.86,5.31,4.35,0.48,4.35,5.8,1.93,5.8,6.76,9.66,4.83,1.45,3.86
,,,,,,,,,,,,,,,,,,,,
N2358,15.03,1.4,5.24,3.15,2.1,8.39,2.8,6.64,2.1,4.2,2.8,6.29,6.99,4.55,4.2,9.09,4.2,4.9,2.8,3.15
,,,,,,,,,,,,,,,,,,,,
N2364,11.67,0.83,6.67,7.5,2.5,5.83,0,11.67,11.67,3.33,8.33,3.33,4.17,2.5,3.33,2.5,3.33,9.17,0,1.67
,,,,,,,,,,,,,,,,,,,,
N2367,9.49,4.38,5.11,7.3,3.65,9.49,1.46,4.38,5.84,7.3,2.19,4.38,2.19,5.11,3.65,4.38,9.49,4.38,2.92,2.92
,,,,,,,,,,,,,,,,,,,,
N2371,5.11,4.26,5.96,5.11,1.7,8.51,2.98,6.38,6.81,8.51,2.13,5.53,6.38,3.4,2.13,6.38,5.96,8.09,1.7,2.98
,,,,,,,,,,,,,,,,,,,,
N2376,10.71,2.68,3.12,0.45,2.23,15.18,0.89,5.8,1.34,5.8,0.45,5.36,4.02,2.23,4.02,16.96,6.7,7.59,1.34,3.12
,,,,,,,,,,,,,,,,,,,,
N2381,6.48,2.78,4.63,5.56,2.78,6.48,0.93,9.26,6.48,9.26,3.7,10.19,1.85,4.63,2.78,6.48,2.78,6.48,0.93,5.56
,,,,,,,,,,,,,,,,,,,,
N2384,6.52,1.3,5.65,11.74,4.78,4.78,3.91,5.22,5.65,9.57,3.04,3.91,5.22,3.48,3.91,6.09,5.22,6.52,0.87,2.61
,,,,,,,,,,,,,,,,,,,,
N2389,2.51,0.54,6.81,11.11,3.41,6.45,2.87,6.63,7.35,6.99,5.02,6.63,3.41,2.69,3.58,5.02,4.12,5.73,2.87,6.27
,,,,,,,,,,,,,,,,,,,,
N2400,8.73,0.36,6.91,6.36,3.45,9.09,1.82,5.09,7.45,8,2.91,4.91,4.73,5.09,3.64,3.82,5.27,7.27,1.27,3.82
,,,,,,,,,,,,,,,,,,,,
N2411,2.86,2.86,5.71,8.57,2.86,4.29,1.43,5.71,10,11.43,7.14,2.86,7.14,2.86,2.86,7.14,8.57,4.29,0,1.43
,,,,,,,,,,,,,,,,,,,,
N2414,15.07,0,4.11,4.79,3.42,3.42,0.68,2.05,2.74,10.27,6.16,8.9,2.05,11.64,4.79,6.85,6.16,2.05,0.68,4.11
,,,,,,,,,,,,,,,,,,,,
N2418,9.65,2.05,7.19,4.72,4.52,11.7,1.64,2.67,1.85,8.21,2.67,3.08,5.95,2.67,6.98,6.37,6.57,6.37,1.03,4.11
,,,,,,,,,,,,,,,,,,,,
N2420,9.62,4.49,4.49,6.2,2.56,9.4,2.56,2.99,3.85,8.76,2.35,3.85,7.05,3.21,6.41,7.26,5.77,7.05,1.5,0.64
,,,,,,,,,,,,,,,,,,,,
N2422,8.87,3.1,5.99,7.98,4.43,5.99,2.22,5.1,7.98,10.42,2.88,2.66,3.1,2.66,5.76,7.54,6.87,3.77,0.44,2.22
,,,,,,,,,,,,,,,,,,,,
N2424,6.73,1.45,5.11,7.01,4.15,6.56,2.62,6.24,4.91,9.67,2.98,3.83,5.28,4.19,6.4,6.65,5.07,6.97,1.13,3.06
,,,,,,,,,,,,,,,,,,,,
N2426,6.9,1.33,4.24,4.51,4.24,6.9,3.71,8.75,3.98,8.22,2.65,4.24,3.18,3.71,4.77,8.49,7.16,5.84,1.59,5.57
,,,,,,,,,,,,,,,,,,,,
N2428,7.46,2.19,5.26,5.7,4.82,4.82,1.75,3.51,7.02,7.89,1.75,10.53,7.02,3.95,4.82,7.46,2.19,6.14,3.07,2.63
,,,,,,,,,,,,,,,,,,,,
N2430,9.61,1.29,2.59,4.81,4.07,6.47,1.11,6.1,2.22,10.91,2.59,4.44,5.36,5.55,4.99,9.43,5.91,7.39,1.85,3.33
,,,,,,,,,,,,,,,,,,,,
N2432,11.06,0.96,5.77,6.41,2.88,7.85,1.28,5.29,5.61,8.65,1.92,3.53,4.01,2.72,5.45,8.01,5.13,11.54,0.32,1.6
,,,,,,,,,,,,,,,,,,,,
N2434,10.23,4.55,3.98,5.11,0.57,7.39,2.27,3.41,6.82,7.39,2.27,0.57,12.5,3.41,5.11,6.82,5.68,10.8,0.57,0.57
,,,,,,,,,,,,,,,,,,,,
N2436,8.06,1.61,4.03,3.23,7.26,8.87,1.61,10.48,4.84,13.71,1.61,3.23,1.61,0.81,4.84,6.45,4.03,9.68,0.81,3.23
,,,,,,,,,,,,,,,,,,,,
N2438,13.58,1.45,7.23,4.05,2.6,6.36,0.87,2.31,5.49,9.25,0.87,5.2,4.62,5.49,3.76,8.09,6.07,6.94,1.45,4.34
,,,,,,,,,,,,,,,,,,,,
N2440,13.92,0,7.39,7.95,2.56,4.26,1.14,1.42,1.14,13.92,1.42,0.57,4.83,11.36,9.09,6.25,3.69,4.83,1.14,3.12
,,,,,,,,,,,,,,,,,,,,
N2442,11.87,0.51,1.52,1.52,6.82,11.62,1.77,8.84,3.28,12.88,3.79,1.01,3.54,1.77,2.02,8.33,5.05,9.85,1.77,2.27
,,,,,,,,,,,,,,,,,,,,
N2444,8.55,2.23,6.69,7.06,4.46,6.69,4.46,4.83,4.09,9.67,3.35,2.6,5.58,3.72,4.09,6.69,2.97,7.43,0.74,4.09
,,,,,,,,,,,,,,,,,,,,
N2446,7.99,0.35,6.94,5.9,3.47,5.21,3.47,7.99,9.38,9.38,3.12,4.17,3.47,3.82,3.82,5.9,3.47,8.33,0.35,3.47
,,,,,,,,,,,,,,,,,,,,
N2448,5.21,1.04,1.04,3.12,9.38,8.33,1.04,9.38,2.08,14.58,3.12,5.21,3.12,2.08,3.12,5.21,5.21,13.54,1.04,3.12
,,,,,,,,,,,,,,,,,,,,
