ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
D2356,5.67,1.73,4.34,6.18,2.25,4.67,3.46,3.72,6.33,8.76,1.55,4.42,8.21,7.1,4.49,13.21,6.44,5.89,0.22,1.36
,,,,,,,,,,,,,,,,,,,,
D2358,13.73,0,3.92,14.71,0,5.88,0,0.98,19.61,2.94,0,3.92,7.84,3.92,5.88,7.84,3.92,4.9,0,0
,,,,,,,,,,,,,,,,,,,,
D2360,11.49,1.69,4.73,5.74,4.39,5.74,2.03,7.09,4.73,9.8,3.04,4.39,4.05,5.07,4.73,8.11,3.04,7.43,0.34,2.36
,,,,,,,,,,,,,,,,,,,,
D2362,4.2,0.89,3.69,8.03,4.84,4.71,2.55,5.61,11.34,6.75,3.69,4.84,7.26,3.69,3.57,8.79,7.9,5.86,0,1.78
,,,,,,,,,,,,,,,,,,,,
D2364,4.89,1.53,5.5,6.42,3.36,4.59,1.53,8.87,8.56,10.09,3.06,9.17,1.83,6.12,3.06,9.17,5.2,4.28,0.31,2.45
,,,,,,,,,,,,,,,,,,,,
D2366,6.8,1.21,10.44,12.38,2.91,6.55,0.49,2.91,14.08,5.34,2.43,4.37,6.07,4.85,1.7,5.58,2.67,7.28,0.49,1.46
,,,,,,,,,,,,,,,,,,,,
D2368,6.83,0.54,7.01,7.73,3.42,6.29,2.7,3.6,5.4,7.73,2.7,5.22,5.76,5.94,7.91,7.19,5.22,4.32,0.72,3.78
,,,,,,,,,,,,,,,,,,,,
D2370,3.83,0,7.65,8.74,2.73,7.1,2.73,4.92,6.56,9.84,2.73,2.19,5.46,3.83,8.74,6.01,5.46,4.92,3.83,2.73
,,,,,,,,,,,,,,,,,,,,
D2372,8.17,0.85,4.23,8.45,3.94,16.34,1.41,2.82,9.01,2.54,2.25,4.51,2.82,5.07,3.94,7.89,4.23,4.23,1.41,5.92
,,,,,,,,,,,,,,,,,,,,
D2374,6.69,2.93,7.11,5.44,2.51,3.77,3.35,8.37,5.02,10.88,1.67,3.77,3.35,6.28,5.44,6.28,4.6,5.86,1.26,5.44
,,,,,,,,,,,,,,,,,,,,
D2376,3.31,0,4.64,10.6,0.66,5.3,1.32,9.93,11.26,9.93,0.66,4.64,3.31,6.62,7.28,9.93,2.65,4.64,1.32,1.99
,,,,,,,,,,,,,,,,,,,,
D2378,4.98,1,3.98,7.96,2.99,9.45,1.99,8.96,6.47,5.47,1.49,3.48,4.48,3.48,7.46,9.95,3.98,8.96,1.49,1.99
,,,,,,,,,,,,,,,,,,,,
D2380,9.21,1.32,2.63,7.89,3.95,9.21,0,6.58,9.21,3.95,2.63,1.32,2.63,3.95,6.58,6.58,6.58,10.53,1.32,3.95
,,,,,,,,,,,,,,,,,,,,
D2382,4.41,1.98,5.18,11.26,4.72,4.11,1.22,4.26,7.31,10.96,2.28,6.7,4.72,4.26,4.57,7.31,6.39,4.26,1.52,2.59
,,,,,,,,,,,,,,,,,,,,
D2384,8.2,4.1,7.38,8.2,1.64,3.28,4.1,11.48,9.02,6.56,3.28,5.74,0,4.1,4.92,3.28,4.1,7.38,0,3.28
,,,,,,,,,,,,,,,,,,,,
D2386,9.51,2.61,3.54,3.91,2.98,4.1,4.29,2.89,3.45,10.44,0.93,5.31,6.06,11.28,3.73,13.14,6.06,3.36,0.19,2.24
,,,,,,,,,,,,,,,,,,,,
D2388,8.25,1.27,3.81,7.94,2.22,6.35,2.54,4.76,3.49,13.33,3.49,2.54,3.17,4.76,9.52,6.35,5.4,7.3,1.27,2.22
,,,,,,,,,,,,,,,,,,,,
D2390,6.05,1.57,5.16,6.73,3.59,5.61,1.35,6.28,6.73,8.74,1.79,7.17,4.71,5.83,4.48,10.76,6.5,4.93,0.67,1.35
,,,,,,,,,,,,,,,,,,,,
D2392,7.32,2.35,5.42,7.05,3.52,7.41,1.9,4.07,4.16,11.56,2.08,1.72,7.05,4.97,7.95,5.96,4.25,7.41,0.9,2.98
,,,,,,,,,,,,,,,,,,,,
D2394,5.57,0.98,6.56,4.26,4.92,7.21,2.3,5.9,3.28,8.85,5.25,4.59,7.87,7.21,3.61,5.9,6.89,4.59,1.31,2.95
,,,,,,,,,,,,,,,,,,,,
D2396,4.56,1.23,4.56,4.56,3.33,4.74,3.51,4.39,5.26,7.37,1.93,3.68,11.93,5.26,5.09,11.05,7.54,5.61,1.23,3.16
,,,,,,,,,,,,,,,,,,,,
D2398,0.55,1.1,6.08,7.18,10.5,0.55,2.76,6.08,6.63,5.52,3.87,7.18,6.63,3.31,4.42,9.94,4.97,8.84,1.1,2.76
,,,,,,,,,,,,,,,,,,,,
D2400,3.27,2.34,7.01,4.67,3.74,4.67,2.34,12.15,7.48,8.88,2.8,4.21,3.27,2.34,3.27,9.35,6.07,8.88,0.47,2.8
,,,,,,,,,,,,,,,,,,,,
D2402,8.16,0,5.1,6.12,7.14,9.18,1.02,6.12,6.12,8.16,2.04,2.04,9.18,7.14,7.14,4.08,4.08,5.1,0,2.04
,,,,,,,,,,,,,,,,,,,,
D2404,6.43,0.56,5.64,9.48,3.95,3.39,1.24,6.55,8.92,9.48,1.47,5.98,3.16,3.16,5.3,9.03,5.08,6.32,0.68,4.18
,,,,,,,,,,,,,,,,,,,,
D2406,8.3,0.44,5.68,8.73,4.8,6.99,2.18,4.37,5.68,11.79,1.75,2.18,1.75,4.8,7.86,5.24,5.68,7.86,0.44,3.49
,,,,,,,,,,,,,,,,,,,,
D2408,7.54,0.56,4.47,5.03,2.51,3.35,2.51,7.54,6.42,14.25,3.07,4.19,5.03,5.31,5.31,7.82,5.31,5.87,0.56,3.35
,,,,,,,,,,,,,,,,,,,,
D2410,5.1,0.85,5.95,5.38,4.53,2.55,2.27,7.08,10.76,12.46,0.85,5.38,3.4,1.98,6.8,7.08,5.1,5.95,0.57,5.95
,,,,,,,,,,,,,,,,,,,,
D2412,8.17,0,10.42,7.89,0,13.8,1.13,1.69,10.14,1.41,0.28,5.92,8.17,2.54,7.61,11.83,3.1,4.79,0.28,0.85
,,,,,,,,,,,,,,,,,,,,
D2414,10.09,1.86,3.57,4.04,3.73,11.49,1.86,3.11,3.42,9.47,1.4,3.57,10.71,3.26,8.39,7.14,3.88,6.37,0.62,2.02
,,,,,,,,,,,,,,,,,,,,
D2416,4.29,5,4.29,3.57,1.43,6.43,2.14,8.57,5,7.14,1.43,3.57,6.43,2.14,12.86,7.14,5.71,6.43,2.14,4.29
,,,,,,,,,,,,,,,,,,,,
D2418,3.95,2.47,6.82,9.78,2.47,5.24,3.46,2.67,10.38,8.4,1.19,3.36,6.82,4.55,5.43,8.7,4.55,5.93,1.38,2.47
,,,,,,,,,,,,,,,,,,,,
D2420,12.81,0.89,3.56,2.14,7.65,8.01,1.96,1.25,4.63,4.27,1.42,4.98,7.65,6.94,1.96,14.59,8.01,5.69,0.36,1.25
,,,,,,,,,,,,,,,,,,,,
D2422,2.35,2.35,5.29,11.76,2.94,7.65,0,9.41,15.88,8.82,3.53,1.76,2.35,1.76,6.47,5.29,6.47,2.35,0,3.53
,,,,,,,,,,,,,,,,,,,,
D2424,5.76,1.65,5.76,4.12,1.65,7,2.06,7,3.29,14.4,0.82,4.53,2.88,9.88,8.23,3.7,6.17,4.94,4.12,2.06
,,,,,,,,,,,,,,,,,,,,
D2426,4.43,0.69,6.09,9.14,5.12,5.4,1.94,5.4,8.45,13.3,2.35,3.46,3.05,4.16,4.43,8.59,3.05,7.06,1.52,2.35
,,,,,,,,,,,,,,,,,,,,
D2428,5.07,0.92,6.45,5.53,6.45,2.76,0.92,10.6,12.9,8.29,2.3,5.99,0.92,4.15,4.15,6.91,1.38,5.07,1.38,7.83
,,,,,,,,,,,,,,,,,,,,
D2430,15.73,2.02,6.25,3.63,3.63,7.26,2.22,2.62,1.81,10.08,1.01,1.41,6.85,3.83,10.69,4.03,5.85,8.06,1.81,1.21
,,,,,,,,,,,,,,,,,,,,
D2432,6.72,2.24,4.66,7.24,2.41,5.52,2.41,4.48,6.21,7.41,2.93,4.31,9.14,3.79,4.83,11.03,8.1,5.34,0.17,1.03
,,,,,,,,,,,,,,,,,,,,
D2434,8.87,0.68,5.32,4.23,0.82,7.5,2.73,5.46,3.41,6.41,2.59,5.32,6.14,8.73,2.59,8.46,10.64,7.78,0.68,1.64
,,,,,,,,,,,,,,,,,,,,
D2436,5.57,0.33,4.92,7.87,3.93,5.25,2.3,6.89,5.57,11.15,3.28,2.62,2.3,4.59,7.54,8.52,5.9,6.89,0.33,4.26
,,,,,,,,,,,,,,,,,,,,
D2438,6.93,1.2,6.33,5.42,2.41,5.72,3.01,9.04,3.61,10.54,5.12,6.33,3.31,4.22,6.93,6.33,4.82,4.82,0,3.92
,,,,,,,,,,,,,,,,,,,,
D2440,8.13,0.61,3.66,8.54,1.22,8.33,2.24,2.44,13.41,4.67,1.83,0.61,11.18,3.05,6.91,10.57,5.49,5.89,0.2,1.02
,,,,,,,,,,,,,,,,,,,,
D2442,10.13,2.11,6.33,8.44,0.42,6.33,2.95,3.8,1.69,12.24,3.38,1.69,2.53,2.95,14.35,5.49,7.17,5.06,1.27,1.69
,,,,,,,,,,,,,,,,,,,,
D2444,3.62,1.86,3.98,6.1,7.95,3.18,1.41,7.69,12.01,8.83,3,9.45,2.39,6.36,3.45,5.3,4.15,4.24,0.8,4.24
,,,,,,,,,,,,,,,,,,,,
D2446,8.86,1.27,6.33,5.7,2.85,4.75,1.58,5.38,3.16,12.97,2.22,3.48,5.06,4.43,5.7,7.91,8.54,6.65,0.63,2.53
,,,,,,,,,,,,,,,,,,,,
D2448,3.19,2.03,5.51,9.42,4.64,4.35,2.75,6.09,7.1,12.9,2.32,4.06,2.46,3.48,5.07,8.84,5.22,5.07,1.01,4.49
,,,,,,,,,,,,,,,,,,,,
D2450,6.88,1.19,7,7,4.03,5.69,2.37,6.29,6.17,7.59,2.85,4.51,4.03,5.1,5.81,7.83,4.86,6.41,0.71,3.68
,,,,,,,,,,,,,,,,,,,,
D2452,5.81,2.21,5.57,8.71,3.72,4.3,2.44,6.39,7.08,8.83,2.44,5.34,3.6,3.83,6.16,9.87,4.99,5.11,1.16,2.44
,,,,,,,,,,,,,,,,,,,,
D2454,23.53,1.36,0,0,0,1.81,1.36,0,25.34,1.36,1.81,0.9,4.07,1.36,9.5,3.62,9.05,14.48,0.45,0
,,,,,,,,,,,,,,,,,,,,
D2456,18.12,0,2.5,10,3.75,9.38,0.62,5,10,7.5,0.62,3.12,5.62,1.88,2.5,5,4.38,7.5,0.62,1.88
,,,,,,,,,,,,,,,,,,,,
D2458,7.32,0,8.54,8.54,4.88,2.44,1.22,1.22,9.76,9.76,4.88,4.88,4.88,3.66,8.54,6.1,4.88,6.1,0,2.44
,,,,,,,,,,,,,,,,,,,,
D2460,7.28,0.74,11.6,6.79,1.11,3.21,3.58,4.32,7.78,7.04,2.1,10.62,1.98,6.54,4.44,9.75,3.7,4.07,1.36,1.98
,,,,,,,,,,,,,,,,,,,,
D2462,13.68,1.28,9.83,3.42,3.42,8.12,1.28,4.27,1.71,9.4,1.71,0.85,3.85,2.99,8.97,5.13,5.13,10.68,1.71,2.56
,,,,,,,,,,,,,,,,,,,,
D2464,8.25,1.98,4.95,4.95,2.31,7.92,1.32,4.95,6.27,8.91,1.65,3.96,4.95,3.3,4.62,12.87,4.95,7.92,0.99,2.97
,,,,,,,,,,,,,,,,,,,,
D2466,3.57,4.29,5,8.21,5.71,4.64,3.93,4.64,4.64,13.93,2.14,2.14,2.5,3.57,5.36,12.86,4.29,4.64,0.71,3.21
,,,,,,,,,,,,,,,,,,,,
D2468,7.05,0.34,4.36,7.05,5.37,4.03,3.02,9.4,3.36,9.06,3.36,6.04,5.03,5.7,7.72,5.7,4.7,3.69,0.67,4.36
,,,,,,,,,,,,,,,,,,,,
D2470,4.79,0.61,3.96,3.88,4.11,2.51,0.99,6.54,6.01,10.65,1.29,16.29,4.79,8.45,2.74,10.05,5.71,3.88,0.38,2.36
,,,,,,,,,,,,,,,,,,,,
D2472,6.78,0.47,2.21,6.62,1.89,5.52,3.94,3.47,3.63,10.09,2.52,4.73,7.89,9.46,3.31,11.2,8.68,5.21,0.63,1.74
,,,,,,,,,,,,,,,,,,,,
D2474,8.66,1.49,1.49,5.94,1.73,6.93,6.19,2.72,10.89,4.95,1.49,3.71,10.15,6.19,7.18,6.93,4.95,4.46,2.97,0.99
,,,,,,,,,,,,,,,,,,,,
D2476,5.6,1.06,7.26,6.2,4.69,11.5,2.12,4.69,4.84,7.11,1.97,3.63,3.63,3.03,8.32,11.35,3.63,4.69,1.06,3.63
,,,,,,,,,,,,,,,,,,,,
D2478,13.06,0.89,6.82,3.56,3.86,8.9,0,5.04,3.56,7.42,2.37,5.93,5.34,2.37,8.01,5.64,6.23,7.12,0.3,3.56
,,,,,,,,,,,,,,,,,,,,
D2480,7.48,2.72,4.76,4.76,2.04,5.44,2.72,4.08,5.44,8.16,2.72,3.4,4.76,4.08,8.84,9.52,10.2,4.08,1.36,3.4
,,,,,,,,,,,,,,,,,,,,
D2482,6.42,0.39,3.7,4.47,2.14,8.17,1.75,2.14,5.25,5.84,1.36,2.72,4.86,4.28,13.23,13.04,10.12,5.06,1.36,3.7
,,,,,,,,,,,,,,,,,,,,
D2484,8.72,0.51,6.67,8.21,3.59,4.62,1.03,3.59,4.1,14.87,3.08,4.1,4.62,6.67,5.64,4.62,4.62,7.18,0,3.59
,,,,,,,,,,,,,,,,,,,,
D2486,15.26,0.93,3.43,4.98,3.43,9.03,2.18,5.92,1.25,10.9,2.18,0.31,5.92,3.74,7.79,8.72,4.67,7.79,0.93,0.62
,,,,,,,,,,,,,,,,,,,,
D2488,6.55,0.54,5.48,8.59,5.69,5.59,3.11,6.02,6.98,11.17,2.69,2.9,4.08,5.26,4.94,6.66,5.37,5.16,0.75,2.47
,,,,,,,,,,,,,,,,,,,,
D2490,7.13,0.45,5.85,4.43,2.1,8.7,4.13,5.7,4.05,5.93,1.73,4.58,6.23,9.23,3.08,9.3,8.18,5.85,0.3,3.08
,,,,,,,,,,,,,,,,,,,,
D2492,8.66,0.98,5.12,5.71,2.76,3.54,3.94,3.94,5.31,13.58,0.79,2.17,4.33,7.48,8.46,6.5,3.74,6.1,2.56,4.33
,,,,,,,,,,,,,,,,,,,,
D2494,18.63,1.01,5.94,7.55,1.91,8.66,1.71,1.31,0.7,14.4,1.11,1.11,3.52,3.63,10.37,4.93,4.43,6.24,1.01,1.81
,,,,,,,,,,,,,,,,,,,,
D2496,5.13,0.98,5.13,9.05,2.93,5.87,2.93,11.25,7.82,9.29,3.67,3.18,4.16,2.44,4.4,8.31,4.89,4.16,0.24,4.16
,,,,,,,,,,,,,,,,,,,,
D2498,5.62,0.8,2.89,8.51,6.1,4.82,2.09,7.06,10.59,13.48,1.44,5.3,3.37,4.33,3.85,6.26,4.82,4.98,0.16,3.53
,,,,,,,,,,,,,,,,,,,,
D2500,10.25,0.57,3.98,4.93,1.33,3.98,5.12,3.04,4.74,7.4,0.76,6.07,4.36,20.68,4.93,7.97,3.61,3.8,0.19,2.28
,,,,,,,,,,,,,,,,,,,,
D2502,5.28,2.8,4.19,8.39,5.28,2.48,1.4,7.3,9.78,10.09,1.55,6.06,5.28,2.64,3.11,9.01,5.75,5.9,1.86,1.86
,,,,,,,,,,,,,,,,,,,,
D2504,5.69,3.53,4.71,8.24,1.96,6.27,1.37,3.33,6.47,11.76,2.16,3.53,9.02,3.53,5.29,7.45,4.12,7.45,0.59,3.53
,,,,,,,,,,,,,,,,,,,,
D2506,10.84,0,9.64,4.82,3.01,3.61,3.01,7.23,7.23,11.45,1.81,5.42,1.2,3.61,4.82,5.42,7.23,6.63,1.2,1.81
,,,,,,,,,,,,,,,,,,,,
D2508,9.84,1.09,3.83,3.14,2.6,6.69,2.73,2.46,3.69,8.06,2.73,5.87,11.07,8.74,3.42,12.3,4.51,3.55,1.5,2.19
,,,,,,,,,,,,,,,,,,,,
D2510,2.2,2.89,2.2,3.58,7.99,2.48,1.65,13.22,11.85,11.16,1.38,9.37,2.89,3.17,2.75,7.02,3.44,4.68,0.96,5.1
,,,,,,,,,,,,,,,,,,,,
D2512,2,0,3.2,5.2,7.6,2.8,2.4,9.2,13.2,12,2.4,8.4,2,4,6,4.4,6.8,2.8,0.4,5.2
,,,,,,,,,,,,,,,,,,,,
D2514,7.32,0,4.78,9.24,4.78,6.05,3.82,8.6,7.32,8.92,3.82,1.91,2.87,6.69,6.37,7.01,3.82,5.1,0,1.59
,,,,,,,,,,,,,,,,,,,,
D2516,5.39,0,5.81,6.22,2.9,5.39,1.24,13.28,9.54,9.13,2.49,6.22,3.32,1.66,3.73,4.98,5.81,7.88,0.83,4.15
,,,,,,,,,,,,,,,,,,,,
D2518,10,0,5.13,14.62,5.13,5.13,1.54,4.36,13.08,6.67,0.77,3.59,3.59,3.33,6.67,4.36,3.59,5.13,0.51,2.82
,,,,,,,,,,,,,,,,,,,,
D2520,5.48,0.26,4.7,6.79,1.57,1.57,2.61,7.31,6.53,6.79,2.35,12.53,8.09,6.01,5.74,10.97,4.96,2.35,0,3.39
,,,,,,,,,,,,,,,,,,,,
D2522,5.84,4.14,7.79,8.52,5.35,7.54,3.41,4.38,4.62,9.25,1.7,2.92,5.11,2.43,6.57,5.6,4.87,4.87,1.22,3.89
,,,,,,,,,,,,,,,,,,,,
D2524,4.71,2.07,4.71,8.39,4.71,5.4,2.07,7.13,10.46,9.2,1.84,4.25,3.68,5.63,4.37,5.75,5.4,5.52,0.23,4.48
,,,,,,,,,,,,,,,,,,,,
D2526,8.89,0.2,6.67,4.44,4.44,3.23,2.63,4.65,10.51,8.89,0.4,5.05,1.82,5.45,4.24,9.29,6.67,7.07,0.61,4.85
,,,,,,,,,,,,,,,,,,,,
D2528,5.78,1.08,6.86,9.03,1.44,3.25,3.25,5.78,14.44,6.86,3.25,5.05,5.05,4.69,3.97,5.78,3.97,5.78,1.08,3.61
,,,,,,,,,,,,,,,,,,,,
D2530,10.89,3.31,4.09,4.86,1.56,5.45,6.81,2.92,3.11,7.2,2.33,2.53,8.37,12.06,4.86,6.61,5.84,5.45,0.58,1.17
,,,,,,,,,,,,,,,,,,,,
D2532,5.69,1.34,6.44,9.53,3.26,4.77,1.25,4.43,7.53,8.61,1.67,5.02,5.1,6.69,4.77,10.28,5.35,5.52,0.84,1.92
,,,,,,,,,,,,,,,,,,,,
D2534,2.17,0.72,3.62,11.59,2.9,3.62,0.72,9.42,13.77,11.59,2.9,3.62,2.9,1.45,4.35,10.14,6.52,2.9,0,5.07
,,,,,,,,,,,,,,,,,,,,
D2536,8.3,0,3.06,7.42,2.62,4.37,1.75,4.37,8.3,12.23,1.31,2.18,1.31,6.99,5.68,8.73,8.73,5.24,4.37,3.06
,,,,,,,,,,,,,,,,,,,,
D2538,14.32,2.6,8.03,6.07,3.04,6.29,3.25,3.47,4.34,6.29,1.08,1.52,8.24,3.04,9.11,2.6,4.12,7.59,2.17,2.82
,,,,,,,,,,,,,,,,,,,,
D2540,8.37,0,5.58,12.35,5.18,3.98,0,4.78,6.77,9.16,4.38,1.99,3.59,2.79,5.58,7.97,4.38,8.76,1.2,3.19
,,,,,,,,,,,,,,,,,,,,
D2542,6.44,1.29,6.19,6.7,2.84,6.44,3.61,10.82,3.61,10.05,1.8,6.19,2.32,5.93,5.41,6.44,5.41,4.9,0.26,3.35
,,,,,,,,,,,,,,,,,,,,
D2544,9.46,1.58,4.1,5.36,3.79,4.1,3.47,3.79,2.84,13.25,1.89,2.21,7.26,7.89,7.26,6.62,5.36,6.62,1.58,1.58
,,,,,,,,,,,,,,,,,,,,
D2546,17.79,1.53,6.75,6.75,1.84,7.67,0.92,0.92,0.61,11.04,1.23,0.31,7.67,3.37,13.19,4.91,3.68,8.28,0.61,0.92
,,,,,,,,,,,,,,,,,,,,
D2548,10.26,0.64,4.49,5.45,3.85,7.05,2.56,3.21,1.28,15.06,1.6,1.92,4.81,5.13,10.9,6.09,4.81,7.05,1.92,1.92
,,,,,,,,,,,,,,,,,,,,
D2550,11,0.9,3.32,6.39,2.81,6.52,2.69,3.2,3.96,7.67,1.15,2.17,15.22,4.35,6.65,8.7,5.75,4.6,0.38,2.56
,,,,,,,,,,,,,,,,,,,,
D2552,5.9,1.53,4.01,7.08,4.13,7.32,2.48,4.01,4.84,12.99,2.72,2.6,7.79,7.32,4.49,7.79,4.49,5.55,1.53,1.42
,,,,,,,,,,,,,,,,,,,,
D2554,10.22,0.61,3.77,8.52,1.46,6.45,1.95,6.45,5.35,12.17,0.85,2.31,5.84,8.27,6.08,4.87,5.84,6.2,1.09,1.7
,,,,,,,,,,,,,,,,,,,,
D2556,8.42,0.52,3.66,8.78,1.19,6.91,3.38,3.34,5.88,7.63,1.95,2.34,12.51,4.77,6.71,9.93,5.4,3.97,0.4,2.3
,,,,,,,,,,,,,,,,,,,,
D2558,7.59,2.53,5.06,8.86,2.53,3.8,1.27,8.86,8.86,7.59,5.06,6.33,1.27,6.33,7.59,2.53,5.06,7.59,0,1.27
,,,,,,,,,,,,,,,,,,,,
D2560,7.76,2.2,4.27,7.25,2.84,6.25,2.79,2.44,6.04,9.15,2.2,4.05,9.29,8.05,3.52,10.47,5.15,3.73,0.43,2.12
,,,,,,,,,,,,,,,,,,,,
D2562,4.56,1.1,7.65,11.99,2.5,4.34,1.77,4.27,13.39,7.21,2.72,3.02,3.68,3.46,6.25,9.27,4.49,5.67,0.74,1.91
,,,,,,,,,,,,,,,,,,,,
D2564,0.81,2.42,3.23,4.84,4.03,5.65,3.23,9.68,8.06,10.48,1.61,8.06,4.03,8.06,2.42,8.87,5.65,5.65,1.61,1.61
,,,,,,,,,,,,,,,,,,,,
D2566,5.26,1.93,4.82,7.98,4.04,7.11,2.46,6.32,4.74,10.96,2.37,4.74,3.6,4.12,4.21,7.46,6.14,7.98,0.7,3.07
,,,,,,,,,,,,,,,,,,,,
D2568,1.85,1.85,3.7,0,0,7.41,3.7,0,18.52,7.41,1.85,5.56,1.85,1.85,20.37,16.67,3.7,1.85,0,1.85
,,,,,,,,,,,,,,,,,,,,
D2570,12.7,1.06,8.47,3.7,0,5.82,1.59,6.35,0.53,11.64,3.7,1.06,1.59,3.17,11.11,8.99,6.35,9.52,0.53,2.12
,,,,,,,,,,,,,,,,,,,,
D2572,5.32,1.46,4.9,7.19,5.21,4.9,1.88,6.67,8.13,11.47,1.88,5.53,2.5,4.48,5.53,8.03,6.57,4.9,0.73,2.71
,,,,,,,,,,,,,,,,,,,,
D2574,3.38,3.94,4.5,8.63,3.56,10.51,3,3,3.38,9.76,2.44,2.44,7.32,4.5,6.57,8.63,4.88,4.69,1.5,3.38
,,,,,,,,,,,,,,,,,,,,
D2576,9.16,1.57,5.76,7.85,3.93,4.45,2.09,3.93,7.07,8.38,2.88,1.83,3.66,4.71,8.9,6.02,7.59,6.02,1.57,2.62
,,,,,,,,,,,,,,,,,,,,
D2578,7.53,3.42,5.48,9.59,2.05,4.11,0.68,5.48,8.22,11.64,2.74,4.11,2.74,6.85,4.11,4.11,10.27,4.11,2.05,0.68
,,,,,,,,,,,,,,,,,,,,
D2580,5.17,0.91,5.78,4.56,3.04,3.95,1.52,5.78,8.81,10.03,2.43,6.38,3.95,3.34,10.03,9.12,3.95,6.08,1.82,3.34
,,,,,,,,,,,,,,,,,,,,
D2582,8.87,0.99,5.42,5.67,1.97,7.64,3.94,9.11,3.2,12.56,2.46,2.71,3.69,5.91,5.17,7.39,3.69,7.14,0.49,1.97
,,,,,,,,,,,,,,,,,,,,
D2584,12.5,0.69,4.86,4.86,3.47,7.64,0,4.86,5.56,4.86,2.08,2.78,9.03,9.72,4.17,4.17,8.33,7.64,0.69,2.08
,,,,,,,,,,,,,,,,,,,,
D2586,12.73,0,6.67,2.42,0,1.82,1.82,2.42,33.33,0.61,0.61,0.61,6.67,1.21,2.42,7.27,12.12,7.27,0,0
,,,,,,,,,,,,,,,,,,,,
D2588,6.41,1.28,3.85,5.13,10.26,6.41,1.28,5.13,5.13,5.13,2.56,6.41,7.69,7.69,5.13,5.13,5.13,6.41,0,3.85
,,,,,,,,,,,,,,,,,,,,
D2590,3.51,5.96,5.96,6.32,4.56,6.32,1.4,7.02,6.67,7.02,3.51,4.21,4.56,4.21,4.91,6.67,5.61,5.26,1.75,4.56
,,,,,,,,,,,,,,,,,,,,
D2592,6.17,0.44,7.49,11.89,2.94,2.94,0.73,7.78,14.24,9.69,1.91,4.41,2.64,2.94,5.43,6.31,3.96,5.29,0.59,2.2
,,,,,,,,,,,,,,,,,,,,
D2594,4.66,1.96,4.41,7.84,2.7,1.23,2.94,4.41,4.41,6.62,1.96,7.35,4.41,9.56,7.11,12.5,5.64,6.62,0.25,3.43
,,,,,,,,,,,,,,,,,,,,
D2596,10.78,0,0.98,11.76,1.96,0.98,1.96,2.94,9.8,10.78,2.94,1.96,1.96,7.84,9.8,9.8,7.84,1.96,0.98,2.94
,,,,,,,,,,,,,,,,,,,,
D2598,7.91,0.36,3.96,5.76,1.8,5.76,4.32,6.83,5.4,14.03,2.52,4.32,3.24,5.04,5.4,6.12,7.19,3.6,1.08,5.4
,,,,,,,,,,,,,,,,,,,,
D2600,6.66,1.83,4.7,5.48,4.7,2.61,4.05,4.7,3.52,11.23,2.09,4.83,7.57,6.01,5.09,12.66,3.26,5.22,1.04,2.74
,,,,,,,,,,,,,,,,,,,,
D2602,9.34,2.75,5.49,1.65,3.3,9.89,1.1,4.95,4.4,6.59,4.95,3.3,5.49,1.65,9.89,8.79,3.3,10.99,0,2.2
,,,,,,,,,,,,,,,,,,,,
D2604,3.14,1.15,6.9,8.05,5.96,3.03,2.62,6.17,8.79,10.15,1.67,6.38,4.81,5.02,4.18,8.26,5.75,2.93,1.05,3.97
,,,,,,,,,,,,,,,,,,,,
D2606,7.64,1.99,3.99,8.64,4.98,5.98,2.99,5.32,3.99,10.96,3.65,3.99,4.32,3.65,5.98,6.31,3.32,6.98,1,4.32
,,,,,,,,,,,,,,,,,,,,
D2608,5.36,1.07,4.83,8.31,5.63,6.7,4.56,4.56,4.56,10.72,1.34,3.22,4.83,6.97,6.7,6.7,4.02,6.17,1.07,2.68
,,,,,,,,,,,,,,,,,,,,
D2610,11.65,1.08,3.76,6.63,2.33,5.73,4.3,2.87,3.58,10.04,1.79,2.33,6.99,6.09,9.86,4.12,5.2,6.81,1.25,3.58
,,,,,,,,,,,,,,,,,,,,
D2612,4.53,1.11,4.79,4.19,3.59,6.07,1.71,5.47,5.3,8.89,1.79,8.38,6.07,5.98,3.93,13.16,7.09,4.96,0.6,2.39
,,,,,,,,,,,,,,,,,,,,
D2614,6.62,0.17,5.75,10.28,4.01,5.57,1.74,6.62,11.15,11.15,1.92,4.18,2.79,2.61,5.05,4.36,4.36,7.14,0.52,4.01
,,,,,,,,,,,,,,,,,,,,
D2616,8.04,1.61,4.5,6.11,2.89,4.82,4.82,5.79,3.22,12.22,1.93,4.18,3.86,5.14,6.43,7.72,6.11,5.47,2.57,2.57
,,,,,,,,,,,,,,,,,,,,
D2618,7.24,3.75,5.09,7.51,2.95,5.09,3.49,2.95,4.56,4.56,2.68,7.24,4.56,5.09,7.24,9.65,6.17,5.9,0.27,4.02
,,,,,,,,,,,,,,,,,,,,
D2620,10.36,0,6.04,7.69,2.05,8.66,1.77,3.76,3.47,8.2,2.96,2.73,4.04,5.52,8.66,6.61,6.44,8.26,0.91,1.88
,,,,,,,,,,,,,,,,,,,,
